"","num","title","content"
"451",684,"어떤놈이 infp였다가 딸한번치고 int p됐다고 ","했던말이 자꾸생각남존나단호하게 말해서 더웃기다ㅋㅋㅋ"
"452",685,"일 못하면 죽여버리고싶긴한데","막상 얘를 가르치려니 그건 못하겠고 답답해서 내가 하자니 얘는 계속 병신이고 혼만내자니 밤 길에 칼 맞을거같고 좀 씨발 능지딸리는새1끼들은 알아서 나갔으면 일 못하는데 아부잘하는새1끼보다 일 잘하고 싸가지없는애가 난 더 좋음 "
"453",686,"ESTJ남편 INFP아내 ","INFP여자가 먼저 술먹고 찡찡대면서 들이댐나 너좋아하는거 같다고!!그말들은 ESTJ남자옆자리로 가도됨??? 우리 사귀자다음날 없던일로 하지말기!!!!!그 이후로 10년째 죤나 잇티제 남편한테사육 당하는중"
"454",687,"Estj 랑 isfj 가 번갈아 가면서 나오는데 무슨 접점이 있지?","진짜 솔직하고 가식없이 설문했는데<U+00A0>"
"455",688,"나는 i n f j 인데","ESTJ 존나 귀여움"
"456",689,"일할때 특징",""
"457",691,"다혈질꼰데갤 와봄","아스카쨩도 estj라 와봄"
"458",692,"B매치 금공다님","여기서도 일잘한다고 인정받음 뿌듯ㅎㅎ"
"459",693,"흠... 너넨 호감있던 애가 자기자신한테 별 관심 없다고 생각해서","마음 접었는데 나중에 사실 좋아했다고 들이대면 별로야?이미 정리한 마음 잘 안돌이키지..?"
"460",694,"하나만 물어보자 너네","술먹고 새벽에 전화해서 우는 건 뭔 생각으로 하는거냐?"
"461",695,"이것도 엣티제이특인가","헤어지고 슬퍼도 눈물은 안 남해야 될 것들 잘하고 나름 잘 삼술 마시고 보고 싶어도 연락은 절대 안 하는데가끔 전에 만났던 애들이 보고 싶다면서 먼저 연락함"
"462",696,"보통 연락할 때",""
"463",698,"estj들 너네 기억에 젤 남는 사람","나한테 한없이 잘해준 사람Or애증관계"
"464",699,"잇팁이다","         니들이 나랑 맞다는 소리에 속아서 와봄근데 여긴 왜 공지가 저러냐?        "
"465",703,"esfj가 내앞에서만 애자같아짐","나 좋아하는거 맞나 다른 사람들한텐 안그러는데 나한테만 빙구처럼 굼 뭔가 허술하고 방어력이 낮어 "
"466",704,"enfj남자","별로임?인터넷 좀 뒤져보니까 estj랑 완전 상극인거 같던데너네 어캐 생각함?"
"467",705,"다시 시작하기엔 너무 늦은 나이일까요?","안녕하세요  "
"468",706,"니네들은 손절 잘 하는 편이냐?","         친한 사이였어도 계속 기분 상하면 손절 때려버리냐?<U+00A0>나는 아무리 기분 상해도 손절 잘 못 하겠던데..다른 엣티제들은 어떤지 궁금하네        "
"469",707,"MBTI 처음 해봤는데 총 두번 해봤는데","두번다 "
"470",708,"전 애인이 estj인데 손버릇 존나 나쁘고","지 생각만 존나게 하고"
"471",710,"ESTJ 리더가 되는 과정","         본인이 하고싶어서 리더가 되는게 아님본인이 소속된 무리와 집단이 상태가 ㅄ 이거나내가 아니면 할놈 없어서 주체적으로 나서서 하는데막상 리더 맡으면 겁나 잘함<U+00A0>진정한 ESTJ 의 정신이란 ?""솔선수범""<U+00A0>""주체의식""        "
"472",712,"ESTJ / ESFJ 왔다갔다 하는 사람 있냐?","         <U+00A0>나 원래 검사할 때마다 ESFJ 떠서 그렇구나 하고 살았는데얼마전에 해보니까 검사 몇 번 다시 해봐도 ESTJ 뜸회색분자냐?아님<U+00A0>여친이랑 헤어진 김에 공감능력 갖다버리고 전향한건가        "
"473",713,"Estj는 자식이 높은 직업 하면 뿌듯해 함?","Estj 아빠 있는 Esfp임. 둘다 ES 라 사회적 위치 중요시 여김. 그래서 그런지 아빠는 대기업에 일하고 지금은 나와서 사장으로 사업하고 있고, 나는 남들이 날 인정해주고 부와 권력이 있는 직업을 갖고 싶음. 성향도 따져서 생각한게 검사인데 estj들은 자식이 돈 잘 벌고 높은 직업하면 그만큼 그들을 기쁘게 하는게 없다던데 ㅋㅋㅋㅋㅋ 너넨 어떨것 같음 ?"
"474",714,"Stj 같은 Istj 어떻게 생각해","궁금하네 참고로 난 esfp임"
"475",715,"2021.05.14.기준, 새 MBTI 분포 결과",""
"476",717,"엣티제들 대체로 공부 꽤 하는편이지??","완벽주의자 성향으로 들었는데 어떰 "
"477",722,"내가 본 estj 남자친구 특징","나는 isfp고 남자친구랑은 3년정도 됐음처음부터 지금까지 마찰 한번 없이 잘 지내고 있어3년동안 만나면서 본 내 남친의 특징은 이거임1. 잘 맞춰줌내가 동물 영상(특히 고양이)을 엄청 좋아해 진짜 방방 뛸정도로원래 남친은 동물에 크게 관심이 없었는데 내가 좋아하니까 유튜브에 귀여운 영상 뜨거나 인터넷에서 귀여운 동물사진 찾으면 다 나한테 보내준다ㅋㅋㅋㅋㅋㅋ 너무 좋아진짜....내가 관심 가지는거에는 정말 취향이 아닌 경우를 제외하면 어느정도 관심 가져주는 것 같아서 너무 고맙고 이쁨ㅠ2. 취향 확고함3년동안 만나면서 든 생각이야기본적으로 효율적인거, 가성비 높은 무언가를 엄청 좋아해과학하고 수학을 엄청 좋아하고 증명된 것을 좋아해그리고 조금 예외적으로 대놓고 엉뚱한 것들을 좋아하더라성격검사나 심리테스트 관심없지만 싫어하진 않는지 해보라하면 하긴하더라. 결과에는 별로 관심가지지 않는것같았어(mbti도 내가 해보라고해서 함)3. 부지런함하겠다고 다짐한건 몇개월이고 계속 반복적으로 잘 해내더라.이 점이 너무 멋있고 본받고 싶었음나는 솔직히 게으른 편이거...든...밥한끼를 먹고도 설거지는 무조건 바로하고 집에 플라스틱 하나 생기면 나갈 때 꼭 챙겨서 분리수거 하더라.. 내가 보기엔 남자친구가 너무 대단해보였어^^..4. 뭐 하나에 빠지면 매우 열정적임ㄹㅇ 내가 남자친구한테 반한 이유 중 하나임!!!!! 뭐 하나에 해보자 하면 정말 노빠꾸로 열심히 하더라.관련 도서 구매는 물론이고 아는 사람이랑 인터넷 총동원해서 정보 얻어가고 공유해가면서 공부하고 하는 모습이 너무너무 멋졌어5. 보이는건 무뚝뚝?해보이는데 생각이상으로 귀여움처음에는 조금 무뚝뚝해 보이는데 의외로 엉뚱한 구석이 있는 얘(갑자기 들어오는 아재개그라던가)라고 생각했는데 사귀고 나서 보니까 정말 너무 귀엽더라처음엔 부끄러워하긴 했지만 나중엔 애정표현도 잘해주고 다 맞춰주다가도 은근 고집있는것도 너무 귀엽고 그냥 날 애껴주는게 눈에 보여서 너무 귀엽더라Estj가 다 그런지는 모르겠지만 내가 본 estj는 그랬음주변에 사실 estj가 없긴해 내 주변엔 소수 제외하곤 전부다 fp인 편이라ㅋㅋㅋ남자친구가 estj인거 알게되고 함 써봄"
"478",723,"(인증O) 사업하는 ESTJ가 기운 주고감","         인증은 국민은행에서 오늘 기준으로 5월 입금/출금<U+00A0>나오게 찍은거고매출 월 1억에 유지비/인건비 월 2500정도 나가는 사업 하고 있어ESTJ 똑똑하고 본인한테도 엄격한 사업하기 최고의 성향이라고 생각함다들 본인이 있는 그 곳에서<U+00A0>성공하길!간단한 질문 댓글로 주면<U+00A0>받을게        "
"479",724,"잇팁인데","엣티제랑 친해지는 방법 궁금해서 와봄"
"480",726,"요즘 갤 활발하네",""
"481",727,"엣티제 사귀고싶다","ㄹㅇ.."
"482",729,"ESTJ남자친구","         나 ISTP인데<U+00A0>ESTJ남자친구 만나면서 느낀게<U+00A0>오랫동안 꿈꿔온 이상형을 찾은 기분이었음.여자들중에 이상형 물어보면 '존경할수 있는 남자' 라고 대답하는 경우가 꽤 있는데내가 지금 ESTJ남친 만나면서 딱 그런 남자를 만나거 같아.뭔가 연애를 하면서도 좋아하는 마음과 함께 우러러 보게되는<U+00A0>감정을 함께 느낌.나는 내향적이고 낯 많이 가리는 성격인데 반해서남친은 어딜가나 처음보는 사람한테도 스스럼 없이 말 잘하고<U+00A0>특히 어른들한테도 싹싹하게 잘하는거 보면서 신기하고 멋있음.계획을 잘 세우고 언제나 지키는 성실함.다음주 월요일까지 제출해야되는 과제를 받으면 나는 그 과제의 난이도를 가늠해본다음에대충 토요일 저녁부터 슬슬 시작하면 되지 않을까 하는데남친은 과제 부여받은 그날부터 바로 시작함.처음에 진짜 깜짝 놀랬음 ㄷㄷ 이런 사람이 있다니.그리고 남자친구가 옆에서 이끌어줘서(잔소리해줘서) 나도 나름대로 성실하려고 노력ㅎㅎ 쉽지 않지만.사람에 따라서는 듣기 좋은 다정한말 해주면서 우쭈쭈 해줘야 능률이 오르는 사람이 있겠지만내경우에는 그보다도 팩폭이 더 효과있는 사람인데 남자친구가 딱 그래.<U+00A0>여자친구라고<U+00A0>좋은말만 해주려고 하기보다는 진짜 지금 나한테 필요한말을 가감없이 해줌.공짜로 인생 컨설팅 받는 기분<U+00A0>그리고 나는 뜬금없이 뭐 '보고싶다' 이런말 하는거에 아무런 감동을 못받는 성격이거든<U+00A0>(ISTP라 그런건지 그냥 내 성격이 유독 그런건지 모르겠음ㅎㅎ)음..그렇구나 어떡하라는 거지? 싶어 ㅋㅋㅋ 약간 오글..ㅜㅜ보고싶다 라는 말보단ㅇㅇ에 시간돼?하고 물어보면 막 설레서 미칠것 같음.근데 지금 남자친구가 딱 그래보고싶어 이런말 보다는다음주 일요일에 시간 돼?이런식으로 물어봐주는데이런점이 너무좋음<U+00A0>^__^<U+00A0>또 나 전화통화는거 너무 싫어하는데전에 만났던 남자애는 혼자 있을때 하는일도 없는지 전화통화 계속 하자고 해서 스트레스 심했는데지금 남자친구에게 전화란 급한 용건이 있을때 하는일.이라서 행복하다..아무튼 이게 ESTJ라 그런것도 있겠지만내가 운좋게<U+00A0>나한테 부족한 부분을 가진 남친을 만난것도 있긴하겠지.지금 남자친구 너무 멋있고<U+00A0>그냥 단순히 시간 소비하면서 연애놀이? 한다는 느낌이 덜들어서 너무 좋아.        "
"483",730,"아 ㅋㅋ나도 잘해줄테니 여친달라고ㅋㅋ","니들 남친특징이랑 80% 비슷하니까 나도 여친줘 씨발 "
"484",733,"너네 답장 빠르면","엣티제 카톡 답장 빠르냐?답장 ㅈㄴ빨리 해주는 거 의미 있는거임?"
"485",734,"엣티제 여자들","데이트 할 때 어떻게 해줬으면 좋겠음?너네 오그라들고 이런거 싫어하지?한 사람 살린다고 생각하고 구체적으로 알려줘 어떤거 보통 좋아하고 싫어하는지"
"486",736,"24살 살고싶습니다 조언해주세요","어렷을때부터 불우한 환경을 살았습니다 "
"487",739,"엣티제랑 친한 인프핀데","솔직히 처음에는 융통성없고 고지식해보여서"
"488",740,"estj 남자들은 여자 나이차이 몇살까지 가능해?","제곧내"
"489",742,"엣티제 개 섹시함","문제는 상대가 나한테"
"490",746,"ㅋㅋ estj랑 istj,isfj랑 동일한줄아나? 기억이라니 ㅋㅋ  경찰","ㅋㅋ estj랑 istj,isfj랑 동일한줄아나? 기억이라니 ㅋㅋ경찰이 니편인것은 it지 새로운 e.ntp가 아니지그리고 전체주의있는것 모른다고 생명 위험해지던가 하는것은 한국에 나 1명뿐이니다른사람들은 반드시 it를 알필요가 없으니사고와상상으로 환경적응하는 i가 후두엽 e가 전두엽은 말도안되는 소리지 ㅋㅋ니가 181cm이하 루저니까 i.ntp패배자가 된거겠지? 예쁜 여자들은 다 키크고 이상적인 만남을 원하니까?? ㅋㅋ"
